idx,train_avg_reward,train_step_count_max,lr,eval_reward_mean,eval_reward_sum,eval_step_count_max
145,-0.031088076531887054,998,0.0002847041363640923,nan,nan,nan
146,-0.030524734407663345,998,0.0002844961555177854,nan,nan,nan
147,-0.0303623266518116,998,0.0002842868472487218,nan,nan,nan
148,-0.030664654448628426,998,0.0002840762136226896,nan,nan,nan
149,-0.030044052749872208,998,0.00028386425671855775,nan,nan,nan
150,-0.030499456450343132,998,0.00028365097862825524,nan,nan,nan
151,-0.0320620983839035,998,0.00028343638145675076,nan,nan,nan
152,-0.030428633093833923,998,0.0002832204673220317,nan,nan,nan
153,-0.032462023198604584,998,0.00028300323835508354,nan,nan,nan
154,-0.03069695085287094,998,0.0002827846966998683,nan,nan,nan
155,-0.029312629252672195,998,0.0002825648445133041,nan,nan,nan
156,-0.031013688072562218,998,0.00028234368396524306,nan,nan,nan
157,-0.033074647188186646,998,0.0002821212172384506,nan,nan,nan
158,-0.030904019251465797,998,0.0002818974465285835,nan,nan,nan
159,-0.029478419572114944,998,0.00028167237404416837,nan,nan,nan
160,-0.03159823641180992,998,0.0002814460020065796,nan,nan,nan
161,-0.030511002987623215,998,0.000281218332650018,nan,nan,nan
162,-0.03051101230084896,998,0.0002809893682214881,nan,nan,nan
163,0.06699217110872269,869,0.00028075911098077643,nan,nan,nan
164,-0.03030898980796337,998,0.0002805275632004289,nan,nan,nan
165,-0.03217991441488266,998,0.0002802947271657288,nan,nan,nan
166,-0.03102518990635872,998,0.00028006060517467356,nan,nan,nan
167,-0.03062072955071926,998,0.0002798251995379529,nan,nan,nan
168,-0.03046240471303463,998,0.0002795885125789253,nan,nan,nan
169,-0.03238300606608391,998,0.00027935054663359563,nan,nan,nan
170,-0.03079206496477127,998,0.0002791113040505916,nan,nan,nan
171,-0.02963264286518097,998,0.0002788707871911409,nan,nan,nan
172,-0.033125393092632294,998,0.0002786289984290479,nan,nan,nan
173,-0.031204646453261375,998,0.00027838594015067,nan,nan,nan
174,-0.032356251031160355,998,0.0002781416147548943,nan,nan,nan
175,-0.031991131603717804,998,0.0002778960246531139,nan,nan,nan
176,-0.031966112554073334,998,0.0002776491722692038,nan,nan,nan
177,-0.030981160700321198,998,0.0002774010600394975,nan,nan,nan
178,-0.029387423768639565,998,0.0002771516904127625,nan,nan,nan
179,-0.030660578981041908,998,0.00027690106585017636,nan,nan,nan
180,-0.03019513376057148,998,0.0002766491888253023,nan,nan,nan
181,-0.03037583827972412,998,0.0002763960618240649,nan,nan,nan
182,-0.03188832476735115,998,0.00027614168734472545,nan,nan,nan
183,-0.029920615255832672,998,0.0002758860678978573,nan,nan,nan
184,-0.0316331684589386,998,0.0002756292060063214,nan,nan,nan
185,-0.0314619354903698,998,0.00027537110420524063,nan,nan,nan
186,-0.031567543745040894,998,0.00027511176504197576,nan,nan,nan
187,-0.03253784775733948,998,0.0002748511910760996,nan,nan,nan
188,-0.028938401490449905,998,0.000274589384879372,nan,nan,nan
189,-0.0309134591370821,998,0.00027432634903571437,nan,nan,nan
190,-0.03105376474559307,998,0.00027406208614118435,nan,nan,nan
191,-0.030074341222643852,998,0.00027379659880395003,nan,nan,nan
192,-0.03244181349873543,998,0.0002735298896442642,nan,nan,nan
193,-0.032203324139118195,998,0.00027326196129443865,nan,nan,nan
194,-0.03127976506948471,998,0.000272992816398818,nan,nan,nan
195,-0.029603522270917892,998,0.0002727224576137537,nan,nan,nan
196,-0.03140975534915924,998,0.00027245088760757775,nan,nan,nan
197,-0.03120488114655018,998,0.0002721781090605766,nan,nan,nan
198,-0.030851688235998154,998,0.00027190412466496423,nan,nan,nan
199,-0.03217558562755585,998,0.00027162893712485617,nan,nan,nan
200,-0.03162818402051926,998,0.0002713525491562423,nan,nan,nan
201,-0.03181184455752373,998,0.0002710749634869602,nan,nan,nan
202,-0.03016623668372631,998,0.00027079618285666846,nan,nan,nan
203,-0.030155368149280548,998,0.00027051621001681936,nan,nan,nan
204,-0.03178294375538826,998,0.0002702350477306317,nan,nan,nan
205,-0.03335437551140785,998,0.00026995269877306383,nan,nan,nan
206,-0.0305461622774601,998,0.00026966916593078587,nan,nan,nan
207,-0.032505884766578674,998,0.0002693844520021526,nan,nan,nan
208,-0.031663160771131516,998,0.0002690985597971755,nan,nan,nan
209,-0.02998785488307476,998,0.00026881149213749535,nan,nan,nan
210,-0.03186783194541931,998,0.0002685232518563538,nan,nan,nan
211,-0.030588237568736076,998,0.00026823384179856623,nan,nan,nan
212,-0.030638599768280983,998,0.00026794326482049304,nan,nan,nan
213,-0.0322054848074913,998,0.00026765152379001173,nan,nan,nan
214,-0.031000887975096703,998,0.00026735862158648843,nan,nan,nan
215,-0.03138304874300957,998,0.0002670645611007497,nan,nan,nan
216,-0.030943889170885086,998,0.0002667693452350538,nan,nan,nan
217,-0.03176984190940857,998,0.00026647297690306204,nan,nan,nan
218,-0.029999632388353348,998,0.00026617545902981037,nan,nan,nan
219,-0.029477033764123917,998,0.00026587679455167994,nan,nan,nan
220,-0.03053729236125946,998,0.0002655769864163686,nan,nan,nan
221,-0.030952876433730125,998,0.00026527603758286174,nan,nan,nan
222,-0.03199043497443199,998,0.00026497395102140274,nan,nan,nan
223,-0.03142411634325981,998,0.000264670729713464,nan,nan,nan
224,-0.03228670731186867,998,0.00026436637665171745,nan,nan,nan
225,-0.02926476113498211,998,0.0002640608948400049,nan,nan,nan
226,-0.03188713267445564,998,0.0002637542872933086,nan,nan,nan
227,-0.02868359535932541,998,0.0002634465570377211,nan,nan,nan
228,-0.03137722983956337,998,0.0002631377071104159,nan,nan,nan
229,-0.03171708434820175,998,0.000262827740559617,nan,nan,nan
230,-0.030943630263209343,998,0.0002625166604445692,nan,nan,nan
231,-0.03106805309653282,998,0.0002622044698355076,nan,nan,nan
232,-0.03269203007221222,998,0.0002618911718136276,nan,nan,nan
233,-0.03163718804717064,998,0.00026157676947105406,nan,nan,nan
234,-0.029633931815624237,998,0.0002612612659108112,nan,nan,nan
235,-0.029942113906145096,998,0.0002609446642467918,nan,nan,nan
236,-0.029699433594942093,998,0.00026062696760372644,nan,nan,nan
237,-0.030031047761440277,998,0.00026030817911715275,nan,nan,nan
238,-0.031528569757938385,998,0.0002599883019333844,nan,nan,nan
239,-0.031816717237234116,998,0.00025966733920948,nan,nan,nan
240,-0.030381733551621437,998,0.0002593452941132121,nan,nan,nan
241,-0.032096777111291885,998,0.0002590221698230358,nan,nan,nan
242,-0.02915927581489086,998,0.0002586979695280574,nan,nan,nan
243,-0.029248373582959175,998,0.00025837269642800287,nan,nan,nan
244,-0.03266218304634094,998,0.0002580463537331864,nan,nan,nan
245,-0.031052153557538986,998,0.00025771894466447874,nan,nan,nan
246,-0.030901364982128143,998,0.0002573904724532751,nan,nan,nan
247,-0.030020320788025856,998,0.00025706094034146364,nan,nan,nan
248,-0.030591389164328575,998,0.0002567303515813933,nan,nan,nan
249,-0.030714524909853935,998,0.0002563987094358415,nan,nan,nan
250,-0.03276795893907547,998,0.00025606601717798256,nan,nan,nan
251,-0.030450712889432907,998,0.00025573227809135463,nan,nan,nan
252,-0.03200598061084747,998,0.0002553974954698278,nan,nan,nan
253,-0.03138386458158493,998,0.00025506167261757134,nan,nan,nan
254,-0.03149597346782684,998,0.00025472481284902134,nan,nan,nan
255,-0.031000643968582153,998,0.00025438691948884753,nan,nan,nan
256,-0.030956508591771126,998,0.00025404799587192114,nan,nan,nan
257,-0.032743435353040695,998,0.0002537080453432814,nan,nan,nan
258,-0.028944000601768494,998,0.0002533670712581027,nan,nan,nan
259,-0.03198731690645218,998,0.0002530250769816617,nan,nan,nan
260,-0.028422530740499496,998,0.0002526820658893038,nan,nan,nan
261,-0.0321333222091198,998,0.00025233804136641,nan,nan,nan
262,-0.030712373554706573,998,0.0002519930068083634,nan,nan,nan
263,-0.02955777943134308,998,0.0002516469656205159,nan,nan,nan
264,-0.03099149465560913,998,0.0002512999212181542,nan,nan,nan
265,-0.0314372181892395,998,0.00025095187702646655,nan,nan,nan
266,-0.030881905928254128,998,0.00025060283648050855,nan,nan,nan
267,-0.031547389924526215,998,0.0002502528030251695,nan,nan,nan
268,-0.030772004276514053,998,0.0002499017801151383,nan,nan,nan
269,-0.03196387365460396,998,0.00024954977121486937,nan,nan,nan
270,-0.03058241680264473,998,0.00024919677979854836,nan,nan,nan
271,-0.02958149090409279,998,0.00024884280935005815,nan,nan,nan
272,-0.03172684833407402,998,0.00024848786336294405,nan,nan,nan
273,-0.030949508771300316,998,0.0002481319453403797,nan,nan,nan
274,-0.030028333887457848,998,0.0002477750587951324,nan,nan,nan
275,-0.029322434216737747,998,0.00024741720724952813,nan,nan,nan
276,-0.03155192732810974,998,0.00024705839423541724,nan,nan,nan
277,-0.02970283292233944,998,0.0002466986232941393,nan,nan,nan
278,-0.03192920237779617,998,0.00024633789797648826,nan,nan,nan
279,-0.031313858926296234,998,0.0002459762218426774,nan,nan,nan
280,-0.030744973570108414,998,0.00024561359846230407,nan,nan,nan
281,-0.03122386522591114,998,0.00024525003141431475,nan,nan,nan
282,-0.03086966462433338,998,0.00024488552428696933,nan,nan,nan
283,-0.029901493340730667,998,0.000244520080677806,nan,nan,nan
284,-0.030940717086195946,998,0.0002441537041936057,nan,nan,nan
285,-0.029768243432044983,998,0.00024378639845035644,nan,nan,nan
286,-0.03100201115012169,998,0.00024341816707321753,nan,nan,nan
287,-0.03060462698340416,998,0.00024304901369648406,nan,nan,nan
288,-0.03174450621008873,998,0.00024267894196355078,nan,nan,nan
289,-0.03179747983813286,998,0.00024230795552687636,nan,nan,nan
290,-0.03208329901099205,998,0.00024193605804794711,nan,nan,nan
291,-0.03045128844678402,998,0.00024156325319724098,nan,nan,nan
292,-0.031374573707580566,998,0.00024118954465419146,nan,nan,nan
293,-0.031348977237939835,998,0.00024081493610715084,nan,nan,nan
294,-0.03231886401772499,998,0.00024043943125335435,nan,nan,nan
295,-0.031413719058036804,998,0.00024006303379888323,nan,nan,nan
296,-0.031205879524350166,998,0.00023968574745862847,nan,nan,nan
297,-0.03000594675540924,998,0.00023930757595625385,nan,nan,nan
298,-0.030821917578577995,998,0.00023892852302415953,nan,nan,nan
299,-0.031246686354279518,998,0.00023854859240344481,nan,nan,nan
300,-0.031053688377141953,998,0.0002381677878438716,nan,nan,nan
301,-0.030482716858386993,998,0.00023778611310382714,nan,nan,nan
302,-0.029672984033823013,998,0.00023740357195028703,nan,nan,nan
303,-0.030621007084846497,998,0.00023702016815877803,nan,nan,nan
304,-0.03118242509663105,998,0.00023663590551334076,nan,nan,nan
305,-0.03182529658079147,998,0.00023625078780649243,nan,nan,nan
306,-0.03234010562300682,998,0.00023586481883918923,nan,nan,nan
307,-0.03169859200716019,998,0.0002354780024207892,nan,nan,nan
308,-0.03092275932431221,998,0.0002350903423690141,nan,nan,nan
309,-0.029578538611531258,998,0.00023470184250991218,nan,nan,nan
310,-0.030455760657787323,998,0.0002343125066778202,nan,nan,nan
311,-0.02993631176650524,998,0.00023392233871532566,nan,nan,nan
312,-0.03182641789317131,998,0.00023353134247322882,nan,nan,nan
313,-0.03008863516151905,998,0.00023313952181050474,nan,nan,nan
314,-0.031378697603940964,998,0.0002327468805942652,nan,nan,nan
315,-0.030324652791023254,998,0.0002323534226997204,nan,nan,nan
316,-0.029503285884857178,998,0.00023195915201014097,nan,nan,nan
317,-0.030384762212634087,998,0.00023156407241681947,nan,nan,nan
318,-0.031566500663757324,998,0.00023116818781903197,nan,nan,nan
319,-0.030483100563287735,998,0.0002307715021239996,nan,nan,nan
320,-0.03141703084111214,998,0.00023037401924685009,nan,nan,nan
321,-0.03070615604519844,998,0.0002299757431105789,nan,nan,nan
322,-0.030529284849762917,998,0.0002295766776460107,nan,nan,nan
323,-0.03219142556190491,998,0.00022917682679176056,nan,nan,nan
324,-0.030375804752111435,998,0.00022877619449419495,nan,nan,nan
325,-0.030793942511081696,998,0.00022837478470739292,nan,nan,nan
326,-0.031248610466718674,998,0.000227972601393107,nan,nan,nan
327,-0.030959196388721466,998,0.00022756964852072419,nan,nan,nan
328,-0.03092893213033676,998,0.00022716593006722661,nan,nan,nan
329,-0.03006317839026451,998,0.00022676145001715236,nan,nan,nan
330,-0.030368229374289513,998,0.0002263562123625563,nan,nan,nan
331,-0.031165504828095436,998,0.00022595022110297048,nan,nan,nan
332,-0.029765954241156578,998,0.0002255434802453647,nan,nan,nan
333,-0.03152509778738022,998,0.0002251359938041071,nan,nan,nan
334,-0.03216364234685898,998,0.00022472776580092423,nan,nan,nan
335,-0.031895704567432404,998,0.00022431880026486175,nan,nan,nan
336,-0.030933454632759094,998,0.00022390910123224435,nan,nan,nan
337,-0.03174738958477974,998,0.00022349867274663613,nan,nan,nan
338,-0.030864140018820763,998,0.00022308751885880045,nan,nan,nan
339,-0.03198734298348427,998,0.0002226756436266603,nan,nan,nan
340,-0.03260425105690956,998,0.00022226305111525786,nan,nan,nan
341,-0.03144223242998123,998,0.00022184974539671474,nan,nan,nan
342,-0.03202195465564728,998,0.00022143573055019146,nan,nan,nan
343,-0.03123905137181282,998,0.00022102101066184742,nan,nan,nan
344,-0.02925693430006504,998,0.00022060558982480048,nan,nan,nan
345,-0.030917668715119362,998,0.00022018947213908662,nan,nan,nan
346,-0.03226391598582268,998,0.00021977266171161933,nan,nan,nan
347,-0.03061051294207573,998,0.0002193551626561493,nan,nan,nan
348,-0.03130266070365906,998,0.00021893697909322377,nan,nan,nan
349,-0.03188520669937134,998,0.00021851811515014548,nan,nan,nan
350,-0.031118789687752724,998,0.00021809857496093258,nan,nan,nan
351,-0.0314086452126503,998,0.00021767836266627734,nan,nan,nan
352,-0.030593501403927803,998,0.00021725748241350546,nan,nan,nan
353,-0.030941419303417206,998,0.00021683593835653502,nan,nan,nan
354,-0.029796797782182693,998,0.00021641373465583583,nan,nan,nan
355,-0.03117763064801693,998,0.0002159908754783879,nan,nan,nan
356,-0.031369760632514954,998,0.00021556736499764054,nan,nan,nan
357,-0.02924278937280178,998,0.00021514320739347132,nan,nan,nan
358,-0.030228085815906525,998,0.00021471840685214448,nan,nan,nan
359,-0.02936817705631256,998,0.00021429296756626988,nan,nan,nan
360,-0.02983674220740795,998,0.00021386689373476152,nan,nan,nan
361,-0.031163886189460754,998,0.00021344018956279614,nan,nan,nan
362,-0.030924959108233452,998,0.00021301285926177154,nan,nan,nan
363,-0.03179071098566055,998,0.0002125849070492654,nan,nan,nan
364,-0.03171774372458458,998,0.00021215633714899326,nan,nan,nan
365,-0.03271583095192909,998,0.0002117271537907669,nan,nan,nan
366,-0.03147842362523079,998,0.00021129736121045298,nan,nan,nan
367,-0.02929028496146202,998,0.0002108669636499306,nan,nan,nan
