timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-11-03T22:23:37.053275,ddpg_actor_best_20251027_155519,models/ddpg_actor_best_20251027_155519.pth,MountainCarContinuous-v0,1000,93.9373779296875,1.857451319694519,97.924,41.456735096783554,72,291,95.26529785215047,179,
