timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-10-26T22:33:33.348371,twc_ddpg_actor_clone_best_20251026_175546,models/twc_ddpg_actor_clone_best_20251026_175546.pth,MountainCarContinuous-v0,100,-24.935426712036133,0.02524147368967533,999.0,0.0,999,999,-24.802614896146782,126,
