timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-10-25T16:17:47.607530,ddpg_actor_best,models/ddpg_actor_best.pth,MountainCarContinuous-v0,100,94.59590911865234,0.3717643618583679,74.2,5.393598899705936,70,100,94.88172482268588,74,
