timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-10-26T22:38:42.649617,twc_ddpg_actor_best_20251026_175813,models/twc_ddpg_actor_best_20251026_175813.pth,MountainCarContinuous-v0,100,-0.20932184159755707,0.29363253712654114,999.0,0.0,999,999,-0.018193082911269087,82,
