timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-10-26T20:10:20.959878,twc_ddpg_actor_best_20251025_155816,models/twc_ddpg_actor_best_20251025_155816.pth,MountainCarContinuous-v0,100,-0.018446184694767,0.054268673062324524,999.0,0.0,999,999,-0.0004266333740709172,91,
