timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-10-27T18:47:07.059941,ddpg_actor_best_20251026_173708,models/ddpg_actor_best_20251026_173708.pth,MountainCarContinuous-v0,100,93.59385681152344,0.06929537653923035,66.39,0.7371114795831993,65,68,93.74423160057387,82,
