timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-11-19T18:38:30.534166,td3_actor_best_best_20251118_173659,out/runs/td3/twc_mcc_VTrue_20251118_173659/td3_actor_best_best_20251118_173659.pth,MountainCarContinuous-v0,100,88.3958511352539,2.181351661682129,332.05,73.456284670379,197,543,92.59370351117292,126,
