timestamp,model_name,model_path,env,episodes,mean_reward,std_reward,mean_steps,std_steps,min_steps,max_steps,best_reward,best_seed,video_path
2025-11-04T19:14:33.059998,twc_td3_actor_best_20251104_124225,models/twc_td3_actor_best_20251104_124225.pth,MountainCarContinuous-v0,100,-0.29214394092559814,0.011485139839351177,999.0,0.0,999,999,-0.2624630386023512,44,
